Module,Question (English),Answer (English),Service,Question (Arabic),Answer (Arabic),Keywords
Mollak,Services fees payments methods (Owner System),"Service fee bills can be paid through the payment options listed below: First Payment Option Pay the service fees by depositing the amount in the regulatory bank account mentioned in the invoice directly and with the need for the owner to notify the project management company. -Where can I find the details of the regulatory bank account of the joint property? Escrow account information is on the invoice. -Do I need to inform my management company after making the transfer to the regulatory bank account? Yes, you must present the payment voucher to your management company via email or in person to the management company. -Where can I find the email address to send the payment voucher? The email address is located on the last part of the invoice. Second Payment Option (Net-Banking, Credit Card, e-Wallet) Pay through Noqodi.",Mollak,,,
Mollak,Additional information about Owner System published in the media:,"The Land Department has succeeded in developing the Owner System internally as part of its continuous efforts to upgrade the real estate sector and provide the best services at the highest levels and international standards, relying on its staff capabilities of dealing with the latest technologies. The Owner System is the first of its kind in the world that provides a new and integrated system for controlling accounts related to service fees and offering support services to all parties involved in joint properties in Dubai. The system works through a group of stakeholders in the management of joint properties. It also works within the database of real estate unit owners and the database of real estate units registered and approved by the Dubai Land Department, where no user may change the data. The system includes innovative features and has succeeded in attracting owners of jointly owned real estate to manage their projects easily at the required speed. It also helps simplify real estate registration and standardize its regulatory processes, to ensure laws and regulatory guidelines compliance, increase transparency in the real estate industry and increase investor confidence. In addition, it helps to simplify the process of collecting service fees, by coordinating with the records of the Dubai Land Department to ensure accuracy and easy access to property records and the owners database. It works to provide a unified database to store and update all relevant records, which leads to enhancing sustainability in the real estate environment.",Mollak,,,
Mollak,How to update the owner’s data when access the application is not possible? How can the owner's data be updated when he resides outside the country?,Owners' data can be updated through the following channels: 1. Contacting the department’s call center on the number 8004488,Mollak,,,Data update method
Mollak,Can I become committee  member of 2 of my apartments?,"Not possible, one resident can be part of one JOP only",Mollak,,,
Mollak,What are the bank support Virtual Accounts?,ADCB,Mollak,,,
Mollak,What is General Fund?,"The budget calculations depend on the level of service provided in the building and variables like location, security, landscaping and maintenance for common areas are also factored in. This entails that a property with luxurious units and common areas, will require a higher budget, that account fund called as General Fund. This fund is used to pay for the scheduled maintenance that secures the upkeep of the building.",Mollak,,,
Mollak,What are violations in Mollak?,"Companies can issue community violations from Mollak. Each violation category can have different fine and impact based on the regulations defined by RERA in Mollak. Violations can result in warning, fine and double fine. The duration for converting warning to fine and then double fine are all controlled by RERA and are mentioned on the notices sent to owners. Financial penalties are posted in owner account statement.",Mollak,,,Violation
Mollak,What happens if owner doesn't pay for violation?,It depends on the policy governed by RERA. The next action is mentioned on the notice received for the violation.,Mollak,,,Violation settlement
Mollak,How can owners pay for violations?,"Violations can be paid via payment link sent in email, or directly to the management companies.",Mollak,,,Violation payment
Mollak,Are tenants responsible for violations?,"No, as of now. Owners are requested to settle for violations with tenants.",Mollak,,,Tenant violation
Mollak,Can owner respond to the violation?,"Yes, owners can respond to the violations via dubai rest mobile app. The owners have multiple options to apply:",Mollak,,,Violation response
Mollak,Is there an official channel for owners to provide feedback or register complaints against management companies?,Yes. The service is termed as Mollak Gateway Services (aka JOP services). Owners can interact with this service from DLD webiste or Dubai Rest app.,Mollak,,,JOP services
Mollak,Unable to view Mollak Gateway Services option,This option is available only for managed free hold properties.,Mollak,,,Mollak Gateway Services
